1.322556	-2.078089	-2.078089
1.326817	-2.084674	-2.084674
1.331078	-2.091386	-2.091386
1.335338	-2.097923	-2.097923
1.339599	-2.104434	-2.104434
1.343860	-2.111078	-2.111078
1.348120	-2.117542	-2.117542
1.352381	-2.123980	-2.123980
1.356642	-2.130557	-2.130557
1.360902	-2.136947	-2.136947
1.365163	-2.143312	-2.143312
1.369424	-2.149822	-2.149822
1.373684	-2.155967	-2.155967
1.377945	-2.162432	-2.162432
1.382206	-2.168523	-2.168523
1.386466	-2.174942	-2.174942
1.390727	-2.180980	-2.180980
1.394987	-2.187354	-2.187354
1.399248	-2.193339	-2.193339
1.403509	-2.199667	-2.199667
1.407769	-2.205598	-2.205598
1.412030	-2.211882	-2.211882
1.416291	-2.217760	-2.217760
1.420551	-2.223804	-2.223804
1.424812	-2.229824	-2.229824
1.429073	-2.235621	-2.235621
1.433333	-2.241790	-2.241790
1.437594	-2.247534	-2.247534
1.441855	-2.253455	-2.253455
1.446115	-2.259351	-2.259351
1.450376	-2.265014	-2.265014
1.454637	-2.270649	-2.270649
1.458897	-2.276682	-2.276682
1.463158	-2.282264	-2.282264
1.467419	-2.287819	-2.287819
1.471679	-2.293565	-2.293565
1.475940	-2.299286	-2.299286
1.480201	-2.304761	-2.304761
1.484461	-2.310207	-2.310207
1.488722	-2.315626	-2.315626
1.492982	-2.321246	-2.321246
1.497243	-2.326611	-2.326611
1.501504	-2.332181	-2.332181
1.505764	-2.337493	-2.337493
1.510025	-2.342776	-2.342776
1.514286	-2.348032	-2.348032
1.518546	-2.353260	-2.353260
1.522807	-2.358460	-2.358460
1.527068	-2.363633	-2.363633
1.531328	-2.368778	-2.368778
1.535589	-2.373895	-2.373895
1.539850	-2.378985	-2.378985
1.544110	-2.384047	-2.384047
1.548371	-2.389082	-2.389082
1.552632	-2.394089	-2.394089
1.556892	-2.399069	-2.399069
1.561153	-2.404022	-2.404022
1.565414	-2.408947	-2.408947
1.569674	-2.413845	-2.413845
1.573935	-2.418715	-2.418715
1.578195	-2.423288	-2.423288
1.582456	-2.427829	-2.427829
1.586717	-2.432613	-2.432613
1.590977	-2.437371	-2.437371
1.595238	-2.442101	-2.442101
1.599499	-2.446523	-2.446523
1.603759	-2.450913	-2.450913
1.608020	-2.455558	-2.455558
1.612281	-2.460176	-2.460176
1.616541	-2.464477	-2.464477
1.620802	-2.468747	-2.468747
1.625063	-2.473280	-2.473280
1.629323	-2.477490	-2.477490
1.633584	-2.481669	-2.481669
1.637845	-2.486117	-2.486117
1.642105	-2.489933	-2.489933
1.646366	-2.494323	-2.494323
1.650627	-2.498380	-2.498380
1.654887	-2.502406	-2.502406
1.659148	-2.506712	-2.506712
1.663409	-2.510365	-2.510365
1.667669	-2.514614	-2.514614
1.671930	-2.518200	-2.518200
1.676190	-2.522392	-2.522392
1.680451	-2.525913	-2.525913
1.684712	-2.529399	-2.529399
1.688972	-2.533502	-2.533502
1.693233	-2.536923	-2.536923
1.697494	-2.540969	-2.540969
1.701754	-2.544324	-2.544324
1.706015	-2.547644	-2.547644
1.710276	-2.551603	-2.551603
1.714536	-2.554857	-2.554857
1.718797	-2.558077	-2.558077
1.723058	-2.561605	-2.561605
1.727318	-2.565103	-2.565103
1.731579	-2.568223	-2.568223
1.735840	-2.571308	-2.571308
1.740100	-2.574358	-2.574358
1.744361	-2.578082	-2.578082
1.748622	-2.581068	-2.581068
1.752882	-2.584018	-2.584018
1.757143	-2.586934	-2.586934
1.761404	-2.589816	-2.589816
1.765664	-2.592663	-2.592663
1.769925	-2.595476	-2.595476
1.774185	-2.598254	-2.598254
1.778446	-2.600997	-2.600997
1.782707	-2.603706	-2.603706
1.786967	-2.606381	-2.606381
1.791228	-2.609021	-2.609021
1.795489	-2.611628	-2.611628
1.799749	-2.614199	-2.614199
1.804010	-2.616737	-2.616737
1.808271	-2.619240	-2.619240
1.812531	-2.621709	-2.621709
1.816792	-2.624144	-2.624144
1.821053	-2.626544	-2.626544
1.825313	-2.628119	-2.628119
1.829574	-2.630446	-2.630446
1.833835	-2.632740	-2.632740
1.838095	-2.635000	-2.635000
1.842356	-2.636416	-2.636416
1.846617	-2.638603	-2.638603
1.850877	-2.640756	-2.640756
1.855138	-2.642052	-2.642052
1.859398	-2.644133	-2.644133
1.863659	-2.646180	-2.646180
1.867920	-2.647357	-2.647357
1.872180	-2.649332	-2.649332
1.876441	-2.650428	-2.650428
1.880702	-2.652330	-2.652330
1.884962	-2.654199	-2.654199
1.889223	-2.655176	-2.655176
1.893484	-2.656973	-2.656973
1.897744	-2.657869	-2.657869
1.902005	-2.658722	-2.658722
1.906266	-2.660409	-2.660409
1.910526	-2.661182	-2.661182
1.914787	-2.662798	-2.662798
1.919048	-2.663490	-2.663490
1.923308	-2.664139	-2.664139
1.927569	-2.665645	-2.665645
1.931830	-2.666214	-2.666214
1.936090	-2.666741	-2.666741
1.940351	-2.667225	-2.667225
1.944612	-2.668584	-2.668584
1.948872	-2.668989	-2.668989
1.953133	-2.669350	-2.669350
1.957393	-2.669670	-2.669670
1.961654	-2.669947	-2.669947
1.965915	-2.670182	-2.670182
1.970175	-2.670375	-2.670375
1.974436	-2.670525	-2.670525
1.978697	-2.670634	-2.670634
1.982957	-2.671658	-2.671658
1.987218	-2.670724	-2.670724
1.991479	-2.670706	-2.670706
1.995739	-2.670646	-2.670646
2.000000	-2.670544	-2.670544
